customer_id,customer_name,age,gender,related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure
2113,Nita-Bushell,49,Female,91,Internal Auditor,Manufacturing,Affluent Customer,No,17
2114,Erick-Caveill,67,Male,78,Safety Technician III,Argiculture,High Net Worth,No,19
2115,Shannon-Pflieger,46,Male,17,Food Chemist,Health,Mass Customer,Yes,17
2116,Wyndham-Ecob,42,Male,81,Research Associate,Financial Services,Affluent Customer,Yes,9
2117,Llywellyn-Christall,26,Male,76,Computer Systems Analyst I,Health,Affluent Customer,No,3
2119,Dorise-Bellon,36,Female,51,Senior Cost Accountant,Financial Services,Mass Customer,No,17
2120,Clare-Attoe,24,Male,80,Web Designer III,Manufacturing,Mass Customer,No,1
2121,Clarita-Jaqueminet,32,Female,35,Nurse,Financial Services,Mass Customer,Yes,22
2122,Osborne-Nawton,48,Male,85,Registered Nurse,Health,High Net Worth,Yes,11
2123,Shirley-Negal,28,Female,36,Software Engineer II,Manufacturing,Affluent Customer,No,2
2125,Laurene-Linstead,46,Female,9,VP Quality Control,Financial Services,High Net Worth,No,18
2126,Hugibert-Getcliff,63,Male,65,Product Engineer,Health,Mass Customer,Yes,17
2127,Wanids-Baudet,47,Female,66,Web Designer I,Manufacturing,Mass Customer,No,7
2128,Gregorius-Cockram,45,Male,31,Data Coordiator,Property,Affluent Customer,Yes,16
2129,Barron-Waszkiewicz,41,Male,26,Electrical Engineer,Manufacturing,High Net Worth,No,3
2130,Evangelina-Coxhell,31,Female,95,Structural Engineer,Property,High Net Worth,Yes,16
2132,Davina-Dougary,36,Female,16,Human Resources Manager,Financial Services,High Net Worth,Yes,22
2133,Clarissa-Blaisdale,23,Female,44,General Manager,Financial Services,High Net Worth,No,3
2134,Crosby-Ruoff,21,Male,16,Nurse,Manufacturing,Affluent Customer,No,2
2136,Heather-Golsworthy,56,Female,21,Office Assistant I,Health,High Net Worth,Yes,5
2138,Jonell-Gon,43,Female,23,Graphic Designer,Manufacturing,High Net Worth,No,15
2139,Carolina-Brands,39,Female,87,Accountant II,IT,Affluent Customer,Yes,7
2140,Hilario-Ramsdell,45,Male,59,Help Desk Operator,Telecommunications,High Net Worth,No,21
2141,Georgie-Bruggen,57,Female,50,Programmer I,Financial Services,High Net Worth,Yes,4
2144,Maureene-Kingstne,43,Female,12,Office Assistant IV,Property,Mass Customer,Yes,9
2145,Adrea-Quittonden,62,Female,44,Librarian,Entertainment,Affluent Customer,Yes,19
2148,Annis-Freeth,32,Female,78,Engineer I,Manufacturing,Mass Customer,Yes,15
2152,Junina-Labone,53,Female,40,Database Administrator III,Manufacturing,Mass Customer,Yes,19
2154,Bird-Bolf,41,Female,86,Chemical Engineer,Manufacturing,High Net Worth,No,6
2156,Darill-Mowday,44,Male,96,Desktop Support Technician,Retail,Mass Customer,Yes,18
2157,Alidia-Petyankin,43,Female,52,Community Outreach Specialist,Property,Mass Customer,No,19
2158,Caesar-Begbie,61,Male,11,Physical Therapy Assistant,Entertainment,Mass Customer,No,6
2160,Kettie-Cantopher,50,Female,64,Recruiter,Health,Mass Customer,Yes,15
2162,Andrew-Blunt,47,Male,49,Paralegal,Financial Services,High Net Worth,Yes,10
2164,Toinette-Clementson,48,Female,12,Financial Analyst,Financial Services,Mass Customer,Yes,18
2166,Mareah-Woodnutt,37,Female,78,Nurse,Property,Mass Customer,No,16
2167,Laina-Semorad,24,Female,31,Librarian,Entertainment,Mass Customer,No,1
2168,Levon-Woollard,47,Male,83,VP Accounting,Financial Services,Mass Customer,Yes,17
2169,Jarrad-Atwell,42,Male,80,Senior Financial Analyst,Financial Services,Mass Customer,No,18
2170,Dewitt-Laight,58,Male,27,Geological Engineer,Manufacturing,Affluent Customer,No,6
2171,Laryssa-Maes,51,Female,21,Pharmacist,Health,High Net Worth,No,10
2172,Emmery-Angrock,42,Male,6,Information Systems Manager,Health,Affluent Customer,Yes,13
2173,Gracia-McAteer,45,Female,27,Help Desk Technician,IT,Mass Customer,Yes,22
2174,Rock-Vickerstaff,59,Male,32,Account Executive,Argiculture,High Net Worth,No,11
2175,Elvyn-Bullas,36,Male,23,Web Developer III,Health,Mass Customer,No,13
2176,Josie-Gallemore,59,Female,79,Accountant II,Property,High Net Worth,Yes,12
2177,Waverly-Creebo,44,Male,35,Social Worker,Health,Mass Customer,No,9
2178,Veriee-Colthard,67,Female,20,Mechanical Systems Engineer,Retail,Mass Customer,No,12
2179,Benson-cornhill,61,Male,15,Desktop Support Technician,Manufacturing,Mass Customer,No,17
2181,Tobe-Roxby,47,Male,99,Account Executive,IT,Mass Customer,Yes,8
2182,Symon-Minchin,54,Male,47,Assistant Media Planner,Entertainment,High Net Worth,Yes,16
2183,Jillie-Fyndon,49,Female,61,Programmer Analyst IV,Manufacturing,Mass Customer,Yes,7
2184,Lamar-Gladman,50,Male,49,Statistician III,Health,Mass Customer,No,11
2185,Gayle-Gridley,58,Female,40,Human Resources Assistant II,Property,Mass Customer,No,19
2186,Carolina-Sexty,58,Female,61,Clinical Specialist,Health,High Net Worth,No,5
2187,Brunhilde-Kendall,23,Female,52,Budget/Accounting Analyst I,Health,Mass Customer,No,2
2194,Johnette-O'Fergus,63,Female,79,Electrical Engineer,Manufacturing,Affluent Customer,Yes,11
2195,Nevsa-Taill,34,Female,94,GIS Technical Architect,Financial Services,Affluent Customer,Yes,13
2196,Skylar-Brise,45,Male,66,Media Manager I,Retail,High Net Worth,Yes,7
2197,Filip-Willows,28,Male,32,Programmer Analyst I,Financial Services,Mass Customer,No,7
2198,Marijn-Arnoll,23,Male,1,Editor,Property,Affluent Customer,Yes,1
2199,Leigha-Ranger,38,Female,89,Account Coordinator,Property,High Net Worth,Yes,13
2201,Trisha-Basset,23,Female,56,Design Engineer,Financial Services,Affluent Customer,Yes,1
2202,Diannne-Neissen,44,Female,46,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,8
2203,Ganny-Alessandrelli,22,Male,13,Sales Associate,Health,High Net Worth,Yes,2
2204,Kacie-Barthram,54,Female,16,Librarian,Entertainment,High Net Worth,No,7
2206,Osmond-McCamish,64,Male,60,Structural Engineer,Financial Services,Affluent Customer,No,14
2207,Junia-Gall,42,Female,93,Web Designer IV,Manufacturing,Mass Customer,Yes,16
2209,Rriocard-Gavan,28,Male,4,Registered Nurse,Health,Affluent Customer,Yes,3
2210,Kirby-Cameron,36,Male,16,Registered Nurse,Health,High Net Worth,No,5
2212,Adrianne-Raoux,47,Female,22,Technical Writer,Manufacturing,Affluent Customer,Yes,20
2215,Viola-Wadhams,50,Female,50,Structural Engineer,Financial Services,Mass Customer,Yes,18
2216,Clarinda-Woffinden,59,Female,29,Systems Administrator II,Property,High Net Worth,Yes,10
2217,Kristofor-Juris,40,Male,98,Paralegal,Financial Services,Mass Customer,No,16
2218,Madelena-Blincoe,29,Female,94,Senior Sales Associate,Health,Affluent Customer,No,4
2220,Curr-Jancey,62,Male,35,Legal Assistant,Financial Services,Mass Customer,Yes,13
2221,Tye-Scottini,26,Male,80,General Manager,Argiculture,Affluent Customer,No,7
2222,Caroline-Grabban,47,Female,20,Professor,Financial Services,Mass Customer,No,14
2223,Sarita-Georgiev,40,Female,38,Professor,Health,Mass Customer,No,12
2224,Sydel-Seccombe,23,Female,3,Budget/Accounting Analyst III,Retail,High Net Worth,Yes,4
2225,Christina-Easum,33,Female,45,Occupational Therapist,Health,Affluent Customer,No,19
2226,Hedvig-Flatt,66,Female,10,Biostatistician II,Entertainment,Mass Customer,No,11
2227,Duff-Kemble,45,Male,45,Systems Administrator I,Property,Affluent Customer,Yes,9
2228,Rosita-Soppeth,65,Female,12,Geological Engineer,Manufacturing,High Net Worth,No,9
2229,Linette-Gotmann,62,Female,76,Cost Accountant,Financial Services,Affluent Customer,Yes,7
2234,Dylan-Hanvey,35,Male,48,Electrical Engineer,Manufacturing,Mass Customer,No,18
2235,Maxine-Cauldwell,42,Female,75,Social Worker,Health,Affluent Customer,No,16
2236,Arin-Crickmoor,53,Male,0,Data Coordiator,Manufacturing,Affluent Customer,Yes,13
2238,Nata-Plinck,43,Female,96,Director of Sales,Retail,Mass Customer,Yes,14
2239,Jocelyne-Pasquale,61,Female,0,Associate Professor,Property,High Net Worth,Yes,8
2240,Niall-Hallifax,52,Male,4,Automation Specialist III,Manufacturing,High Net Worth,Yes,16
2241,Augy-Jerrems,46,Male,45,Paralegal,Financial Services,High Net Worth,No,10
2244,Sidney-Cargon,49,Male,97,Software Test Engineer III,Manufacturing,Mass Customer,No,5
2245,Elsinore-Banbrook,41,Female,11,Marketing Manager,Argiculture,Mass Customer,No,3
2247,Gweneth-Wilkins,26,Female,17,Teacher,Retail,High Net Worth,Yes,1
2248,Helsa-Grandisson,25,Female,33,Software Engineer I,Manufacturing,Mass Customer,No,1
2253,Gracie-Kubacki,62,Female,28,Office Assistant I,Manufacturing,Affluent Customer,Yes,13
2254,Ann-Beek,66,Female,36,Programmer Analyst II,Health,Affluent Customer,No,18
2255,Iorgo-Krol,29,Male,92,Dental Hygienist,Health,Affluent Customer,Yes,5
2256,Mara-Rosterne,43,Female,28,Marketing Manager,Retail,Mass Customer,No,15
2257,Siward-Corradino,44,Male,27,Librarian,Entertainment,Mass Customer,No,15
2258,Cathy-Powter,47,Female,63,Account Executive,Retail,High Net Worth,No,7
2260,Jarad-Barthropp,54,Male,38,Administrative Assistant IV,Argiculture,High Net Worth,No,11
2261,Gerome-Monshall,41,Male,81,Account Representative II,Health,Mass Customer,Yes,13
2262,Nyssa-Banister,37,Female,90,Pharmacist,Health,Mass Customer,Yes,2
2263,Lois-Sorel,34,Female,79,Professor,Argiculture,Mass Customer,Yes,21
2264,Tony-Shirley,49,Female,18,Occupational Therapist,Health,Affluent Customer,No,9
2268,Wilhelmina-Gothup,56,Female,66,Pharmacist,Health,Mass Customer,No,19
2270,Augustus-Edleston,55,Male,50,Information Systems Manager,Retail,Affluent Customer,No,9
2272,Grete-Hindenburg,27,Female,82,Internal Auditor,Manufacturing,Mass Customer,No,1
2274,Nada-Reinert,42,Female,15,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes,13
2275,Ursulina-Carter,29,Female,77,Human Resources Assistant II,Financial Services,High Net Worth,Yes,8
2277,Gillie-Ruben,58,Female,44,Cost Accountant,Financial Services,High Net Worth,Yes,7
2278,Gerri-Heliet,44,Male,11,Product Engineer,Health,Affluent Customer,Yes,8
2279,Garrett-Szymon,42,Male,42,Human Resources Assistant II,Health,Mass Customer,No,3
2282,Dominic-Gregoletti,64,Male,81,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,7
2284,Ola-Lenoir,47,Female,83,Staff Accountant IV,Telecommunications,High Net Worth,No,14
2285,Maritsa-Bellison,48,Female,71,Quality Control Specialist,Health,High Net Worth,No,5
2286,Katuscha-Sapsed,26,Female,20,Staff Scientist,Manufacturing,High Net Worth,No,5
2287,Gisela-Partener,47,Female,53,Human Resources Assistant I,Telecommunications,High Net Worth,No,20
2288,Cirillo-Hook,57,Male,63,Staff Scientist,Manufacturing,High Net Worth,No,8
2289,Kissie-Steanson,41,Female,97,Research Nurse,Health,Affluent Customer,Yes,13
2290,Myca-Standley,40,Male,18,Account Executive,Manufacturing,Mass Customer,Yes,5
2291,Guido-Meynell,50,Male,67,Accountant IV,Manufacturing,Affluent Customer,Yes,4
2292,Christie-MacClure,23,Female,17,Research Nurse,Health,Mass Customer,Yes,2
2293,Engracia-Newcom,63,Female,70,Financial Advisor,Financial Services,Affluent Customer,No,16
2294,Skipton-Cordie,34,Male,25,Associate Professor,Manufacturing,Mass Customer,No,21
2296,Nathalia-Sanger,19,Female,16,Geologist IV,Retail,Affluent Customer,No,1
2297,Pauletta-Taffee,50,Female,16,Geological Engineer,Manufacturing,Affluent Customer,Yes,19
2298,Brigham-Vyse,24,Male,64,Environmental Tech,Property,Mass Customer,Yes,5
2299,Mahmoud-Dagworthy,35,Male,11,Computer Systems Analyst I,Property,High Net Worth,Yes,7
2301,Ken-Vashchenko,55,Male,66,Senior Cost Accountant,Financial Services,Mass Customer,Yes,19
2302,Loraine-Beamish,22,Female,43,Mechanical Systems Engineer,Retail,Mass Customer,Yes,4
2303,Alair-Combe,28,Male,22,Database Administrator IV,Retail,Mass Customer,Yes,4
2305,Aeriell-Greeding,37,Female,91,Chief Design Engineer,Financial Services,Affluent Customer,Yes,13
2306,Hilary-Tregunna,61,Female,98,Paralegal,Financial Services,High Net Worth,Yes,9
2307,Corina-Shadwick,43,Female,57,Desktop Support Technician,Retail,High Net Worth,Yes,13
2308,Nancey-Hastie,58,Female,52,Paralegal,Financial Services,Mass Customer,Yes,17
2309,Herc-McIlhone,36,Male,40,Accounting Assistant I,Manufacturing,Affluent Customer,No,14
2312,Ronnica-Grebner,42,Female,72,Assistant Manager,Manufacturing,Mass Customer,No,18
2313,Christa-Pauley,55,Female,54,Chemical Engineer,Manufacturing,Mass Customer,No,12
2314,Ravid-Lapenna,28,Male,59,Registered Nurse,Health,High Net Worth,Yes,7
2315,Pernell-MacCheyne,27,Male,25,Community Outreach Specialist,Financial Services,Affluent Customer,No,8
2316,Vernen-Bourgaize,43,Male,79,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes,11
2317,Alwin-Cuberley,45,Male,97,Tax Accountant,Health,Mass Customer,Yes,16
2318,Willa-Malyan,33,Female,30,Automation Specialist I,Manufacturing,Mass Customer,Yes,6
2319,David-Darrigrand,36,Male,63,Librarian,Entertainment,High Net Worth,No,18
2320,Kaylyn-Throssell,56,Female,14,Senior Developer,Manufacturing,Affluent Customer,No,16
2321,Libbi-Freeberne,41,Female,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,20
2322,Hazlett-Rosenschein,29,Male,72,Biostatistician III,Health,Mass Customer,Yes,2
2323,Adair-Piser,33,Male,2,Desktop Support Technician,Property,High Net Worth,No,13
2324,Jerrold-Robben,55,Male,44,Sales Associate,Manufacturing,Mass Customer,Yes,16
2325,Emmett-Whatsize,57,Male,50,Database Administrator IV,Retail,High Net Worth,Yes,12
2326,Trev-Boothebie,55,Male,64,Programmer Analyst I,Retail,High Net Worth,No,14
2328,Gayler-Shackle,35,Male,63,Dental Hygienist,Health,Mass Customer,Yes,8
2329,Donny-Stiven,64,Female,7,Computer Systems Analyst II,IT,Affluent Customer,No,20
2330,Claresta-Bonnor,31,Female,5,Account Coordinator,Property,Mass Customer,No,9
2331,Marybelle-Antal,58,Female,48,Database Administrator III,Financial Services,Mass Customer,Yes,10
2332,Jeff-Goodere,44,Male,99,Developer III,Property,High Net Worth,Yes,10
2333,Ives-Adolfson,55,Male,82,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,10
2334,Zebulen-Hefford,25,Male,30,Food Chemist,Health,Affluent Customer,No,5
2336,Karney-Labrone,43,Male,59,Dental Hygienist,Health,Affluent Customer,No,17
2337,Odilia-Bick,21,Female,47,Programmer Analyst II,Health,Mass Customer,No,1
2338,Clarie-Hackworth,35,Female,13,Programmer Analyst IV,Manufacturing,Mass Customer,No,5
2339,Damien-Haddeston,62,Male,3,Web Designer II,Property,Affluent Customer,Yes,16
2340,Joachim-Amer,43,Male,33,Research Assistant IV,Health,Mass Customer,Yes,16
2343,Wilhelm-Corteis,62,Male,6,Nurse Practicioner,Argiculture,High Net Worth,Yes,5
2344,Wat-Robelin,28,Male,93,Nurse,Financial Services,Mass Customer,Yes,7
2345,Arden-Godard,35,Female,50,Systems Administrator I,Retail,Affluent Customer,Yes,3
2348,Keeley-Winslet,64,Female,2,Web Designer IV,Manufacturing,Mass Customer,No,16
2349,Julee-Garwell,42,Female,23,Executive Secretary,Telecommunications,High Net Worth,No,3
2351,Felicity-Beirne,29,Female,35,Assistant Professor,Retail,Affluent Customer,Yes,10
2353,Lyn-Luquet,42,Male,93,Health Coach IV,Health,Affluent Customer,Yes,12
2354,Tammie-Fisbey,63,Female,99,Product Engineer,Retail,Mass Customer,No,17
2356,Arluene-Manchester,27,Female,58,Geological Engineer,Manufacturing,Affluent Customer,No,3
2357,Lisette-Mingardi,59,Female,39,Civil Engineer,Manufacturing,Mass Customer,No,6
2358,Ave-Peatt,62,Male,26,Senior Sales Associate,Retail,High Net Worth,Yes,15
2359,Merlina-Bream,35,Female,80,Mechanical Systems Engineer,Property,High Net Worth,Yes,7
2360,Karleen-McGenn,47,Female,0,VP Accounting,Financial Services,High Net Worth,Yes,5
2362,Herbie-Machans,49,Male,49,Developer II,Financial Services,Affluent Customer,Yes,19
2363,Bobby-Farmiloe,37,Male,92,Nurse,Entertainment,Mass Customer,Yes,16
2365,Lauretta-Furmonger,23,Female,2,Structural Analysis Engineer,Argiculture,Mass Customer,Yes,3
2366,Idette-Mapam,46,Female,51,Web Designer I,Health,Mass Customer,Yes,15
2367,Lorne-Sabin,64,Male,40,Electrical Engineer,Manufacturing,Mass Customer,Yes,16
2368,Rowe-Losbie,28,Female,98,Chemical Engineer,Manufacturing,Mass Customer,No,10
2369,Averyl-Gosz,25,Female,80,Financial Analyst,Financial Services,Mass Customer,Yes,1
2370,Juliane-Calltone,25,Female,35,Analyst Programmer,Property,High Net Worth,No,7
2371,Rory-Lokier,55,Female,22,Staff Scientist,Manufacturing,High Net Worth,Yes,8
2372,Jim-Shoppee,44,Male,14,Clinical Specialist,Health,Affluent Customer,No,10
2373,Cordy-Readshall,39,Female,51,Structural Engineer,Manufacturing,High Net Worth,Yes,16
2374,Dolf-Baudichon,28,Male,6,Design Engineer,Financial Services,Mass Customer,No,9
2375,Alika-Milbourne,34,Female,21,Sales Representative,Retail,Affluent Customer,No,8
2377,Kristien-Dunne,23,Female,29,Analog Circuit Design manager,IT,High Net Worth,No,2
2378,Aggi-Farncombe,27,Female,41,Research Assistant II,Manufacturing,Affluent Customer,No,1
2379,Trixie-Piscopiello,40,Female,85,Occupational Therapist,Health,Affluent Customer,Yes,15
2380,Merissa-Milella,65,Female,44,Technical Writer,Retail,Mass Customer,Yes,15
2381,Dulsea-Pladen,48,Female,91,Programmer I,Argiculture,Affluent Customer,Yes,5
2382,Turner-Huggens,50,Male,79,Accounting Assistant III,Retail,Mass Customer,Yes,4
2383,Zaria-Eberz,43,Female,34,Compensation Analyst,Financial Services,Mass Customer,No,15
2384,Garey-Letrange,60,Male,96,Operator,Health,High Net Worth,Yes,6
2385,Gaultiero-Lissenden,63,Male,70,Dental Hygienist,Health,Mass Customer,No,8
2386,Adrianne-Lowerson,24,Female,93,Compensation Analyst,Financial Services,Mass Customer,No,2
2388,Quincy-Weben,24,Male,84,Cost Accountant,Financial Services,Mass Customer,No,1
2389,Sibyl-Gudge,47,Male,18,Desktop Support Technician,Retail,High Net Worth,No,7
2390,Tonya-Nealand,57,Female,48,Legal Assistant,Property,Mass Customer,No,12
2391,Corny-Millott,60,Female,72,Nurse Practicioner,Health,Mass Customer,No,14
2392,Isadora-Gronaller,20,Female,48,Marketing Assistant,Manufacturing,Affluent Customer,No,2
2393,Dorian-Colledge,40,Female,68,Registered Nurse,Health,High Net Worth,Yes,11
2396,Elmira-Wildblood,48,Female,40,Recruiter,Retail,Affluent Customer,Yes,7
2397,Cassius-Birchenough,36,Male,33,Analyst Programmer,Retail,Affluent Customer,Yes,4
2399,Devonne-McPolin,41,Female,20,Software Consultant,Manufacturing,High Net Worth,Yes,14
2400,Lindsay-Stollsteiner,43,Male,73,Office Assistant III,Property,Mass Customer,Yes,22
2402,Merrielle-Strafen,64,Female,99,Cost Accountant,Financial Services,Mass Customer,Yes,8
2403,Karalee-Tremlett,44,Female,41,Technical Writer,Financial Services,Affluent Customer,No,12
2404,Conney-Grouse,61,Male,13,Graphic Designer,Retail,Mass Customer,No,6
2410,Eugenia-Verey,47,Female,75,Geological Engineer,Manufacturing,Mass Customer,Yes,21
2411,Casey-McDade,57,Male,0,Technical Writer,Financial Services,High Net Worth,No,13
2412,Tiffi-Havercroft,40,Female,77,Chemical Engineer,Manufacturing,Affluent Customer,No,8
2413,Abbey-Murrow,78,Male,27,Environmental Specialist,Manufacturing,High Net Worth,Yes,17
2415,Tanner-Harp,43,Male,56,Web Designer II,Manufacturing,Mass Customer,No,3
2416,Eberhard-Shalcras,61,Male,19,Office Assistant I,Health,Affluent Customer,No,16
2418,Elspeth-Brazil,51,Female,82,Software Engineer III,Property,Mass Customer,Yes,13
2419,Aron-Karlsen,43,Male,96,Physical Therapy Assistant,Property,High Net Worth,No,9
2420,Celie-Guyers,45,Female,10,Staff Scientist,Financial Services,High Net Worth,No,16
2421,Marilee-Garbott,67,Female,54,Research Nurse,Health,Affluent Customer,Yes,13
2422,Crysta-Woliter,43,Female,96,Librarian,Entertainment,High Net Worth,No,13
2423,Lenci-Symcox,40,Male,49,Professor,IT,Mass Customer,Yes,20
2429,Emeline-Baldi,41,Female,54,Assistant Professor,Manufacturing,Mass Customer,Yes,3
2431,Alvy-Tyndall,21,Male,15,Senior Cost Accountant,Financial Services,Mass Customer,Yes,2
2432,Ebba-Melhuish,40,Female,67,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,5
2435,Orly-Ceney,60,Female,69,Account Coordinator,Manufacturing,Mass Customer,No,14
2436,Jaymie-Wellesley,35,Male,37,Help Desk Technician,IT,Mass Customer,No,4
2437,Simonette-Cressingham,44,Female,90,Marketing Manager,Financial Services,Mass Customer,Yes,18
2438,Lorianne-Ethersey,38,Female,76,Speech Pathologist,Manufacturing,Mass Customer,Yes,4
2440,Lethia-Juanes,62,Female,17,Engineer II,Manufacturing,Affluent Customer,No,8
2442,Odie-Enrrico,64,Male,8,Social Worker,Health,Affluent Customer,Yes,17
2443,Towny-Python,31,Male,30,Computer Systems Analyst I,Property,High Net Worth,No,20
2444,Emmet-Cristoforo,44,Male,22,Associate Professor,Manufacturing,High Net Worth,No,11
2445,Johnnie-Prujean,45,Male,46,Quality Control Specialist,Retail,Affluent Customer,No,18
2448,Lorri-Iston,29,Female,5,Structural Analysis Engineer,Property,High Net Worth,No,10
2450,Jayson-Breheny,47,Male,64,Structural Engineer,Retail,Affluent Customer,Yes,7
2451,Upton-Orford,48,Male,33,Editor,Argiculture,Affluent Customer,Yes,18
2452,Sophronia-Yerrill,46,Female,93,Chemical Engineer,Manufacturing,Mass Customer,Yes,17
2453,Ruthe-Campe,29,Female,22,Safety Technician II,Telecommunications,High Net Worth,No,9
2454,Gene-Brome,61,Female,81,Senior Sales Associate,Property,Mass Customer,Yes,12
2457,Benito-Vearnals,46,Male,70,Developer IV,IT,High Net Worth,Yes,15
2458,Leilah-Liddel,57,Female,73,Media Manager II,Manufacturing,High Net Worth,Yes,5
2459,Jeanna-Naulls,35,Female,67,Quality Engineer,Manufacturing,High Net Worth,No,18
2460,Mick-Boutellier,45,Male,88,Nurse Practicioner,Manufacturing,High Net Worth,Yes,12
2462,Fletcher-Hutchens,41,Male,17,Assistant Media Planner,Entertainment,Affluent Customer,No,21
2463,Krystle-Jovicevic,43,Female,54,Pharmacist,Health,Mass Customer,No,12
2464,Cleve-Jindrak,38,Male,78,Speech Pathologist,Retail,Mass Customer,No,6
2466,Araldo-Klamp,41,Male,62,Software Test Engineer IV,Entertainment,High Net Worth,No,16
2467,Ynez-Fawloe,46,Female,71,Engineer III,Manufacturing,Affluent Customer,Yes,4
2468,Parker-Barenskie,26,Male,51,Marketing Assistant,Retail,High Net Worth,No,1
2471,Noland-Bresland,43,Male,55,Geological Engineer,Manufacturing,Mass Customer,Yes,8
2472,Mathias-Element,32,Male,99,Product Engineer,Health,High Net Worth,Yes,16
2474,Chrysa-Burrett,41,Female,59,Executive Secretary,Argiculture,High Net Worth,Yes,6
2476,Hal-Braddon,65,Male,13,Administrative Officer,Property,High Net Worth,No,17
2477,Barney-Tilling,44,Male,25,Electrical Engineer,Manufacturing,Affluent Customer,Yes,10
2478,Andreas-Lamke,55,Male,85,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,10
2479,Helge-Voller,25,Female,81,Community Outreach Specialist,Retail,Mass Customer,No,5
2480,Adey-Shevlin,49,Female,3,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,16
2481,Amber-Ruslin,42,Female,71,Chief Design Engineer,Manufacturing,Mass Customer,Yes,12
2482,Regan-Siemens,68,Male,95,Pharmacist,Health,Mass Customer,Yes,10
2484,Elise-Slimm,42,Female,77,Senior Quality Engineer,Property,Mass Customer,Yes,14
2486,Alaine-Halbord,67,Female,77,Structural Engineer,Manufacturing,Mass Customer,Yes,5
2487,Elton-Piggford,43,Male,92,Operator,IT,Affluent Customer,Yes,14
2488,Idalia-Braunton,33,Female,32,Senior Financial Analyst,Financial Services,Mass Customer,Yes,7
2489,Emma-Mates,45,Female,42,Speech Pathologist,Retail,Mass Customer,No,15
2491,Tabbie-Turone,44,Male,74,Clinical Specialist,Health,Mass Customer,No,14
2492,Gayelord-Lipman,47,Male,35,Design Engineer,Manufacturing,High Net Worth,No,9
2493,Rey-Collum,40,Male,56,Assistant Media Planner,Entertainment,Mass Customer,Yes,17
2494,Donella-Emm,47,Female,98,Senior Sales Associate,Manufacturing,High Net Worth,No,16
2495,Gwenore-Suero,68,Female,89,Assistant Professor,IT,Affluent Customer,No,17
2496,Lew-Wittleton,41,Male,29,Web Developer II,Manufacturing,Mass Customer,Yes,21
2497,Gustav-Aaronsohn,52,Male,33,Administrative Assistant IV,Property,Affluent Customer,No,12
2498,Rosana-Emmatt,43,Female,70,Software Test Engineer III,Retail,High Net Worth,No,8
2499,Doll-Tschirschky,48,Female,77,Account Representative I,Retail,Mass Customer,No,14
2500,Micky-Livings,64,Female,35,Senior Developer,Property,High Net Worth,Yes,17
2501,Ora-Meaddowcroft,50,Female,80,Actuary,Financial Services,Mass Customer,Yes,10
2502,Concordia-Mussington,57,Female,6,Structural Engineer,Manufacturing,Mass Customer,Yes,11
2503,Devlin-Laneham,54,Male,80,Budget/Accounting Analyst I,Health,Affluent Customer,Yes,10
2505,Myrah-McCarry,41,Female,45,VP Marketing,Financial Services,High Net Worth,No,3
2507,Alysa-Galilee,35,Female,77,Biostatistician III,Health,Affluent Customer,Yes,8
2509,Danya-Beadles,50,Male,99,Help Desk Technician,Financial Services,Mass Customer,No,7
2510,Nealson-Lowdham,48,Male,43,Human Resources Manager,Manufacturing,Mass Customer,Yes,7
2511,Jedidiah-Daulby,30,Male,20,Technical Writer,Financial Services,Mass Customer,Yes,4
2513,Rustie-Ligoe,43,Male,55,Structural Analysis Engineer,Property,Mass Customer,No,12
2514,Vincenty-Sayer,46,Male,25,Senior Financial Analyst,Financial Services,High Net Worth,Yes,17
2516,Zoe-Kiddye,54,Female,42,Registered Nurse,Health,Mass Customer,No,19
2517,Rozanna-Kegan,43,Female,1,Research Nurse,Health,Mass Customer,Yes,9
2519,Ryon-Dalliston,42,Male,76,Senior Developer,Manufacturing,Mass Customer,Yes,5
2520,Gabie-Skett,47,Male,71,Accountant III,Retail,Affluent Customer,Yes,10
2521,Kellia-Martugin,22,Female,35,Chemical Engineer,Manufacturing,High Net Worth,Yes,3
2523,Lauree-Shewery,60,Female,28,VP Marketing,Financial Services,Mass Customer,Yes,9
2524,Rustie-Kingsland,52,Male,84,Help Desk Technician,Retail,Mass Customer,Yes,8
2525,Hans-Ison,29,Male,25,Cost Accountant,Financial Services,Mass Customer,No,8
2526,Izaak-Dopson,52,Male,89,Software Test Engineer II,Manufacturing,Mass Customer,No,8
2528,Cassie-Toffaloni,43,Male,81,Senior Editor,Financial Services,Affluent Customer,No,15
2529,Ben-Laidler,67,Male,81,Quality Engineer,Manufacturing,High Net Worth,Yes,10
2530,Engracia-Foulcher,61,Female,63,Business Systems Development Analyst,Property,Mass Customer,Yes,18
2531,Brendan-Verbeke,40,Male,48,Teacher,Property,High Net Worth,Yes,8
